aine_kood,nimi_et,eap,semester,kirjeldus,toimumisajad,oppejoud,opivaljundid,keel,hindamisskaala,asukoht,oppeaste,hindmaismeetod,miinimumnouded,eeldusained
LTKT.10.001,Bioorgaaniline keemia,3.0,sügis,"Üldhariv kursus, mis käsitleb bioprotsessides toimuvaid keemilisi reaktsioone, hõlmates staatilist  biokeemiat (raku molekulaarsed komponendid), ensümoloogiat (biokeemiline katalüüs) . Põhitähelepanu pööratakse varem õpitud materjali (keemia, biokeemia) rakendamisele erinevate probleemide ja ülesannete lahendamisel.",,Ago Rinken,"- Kursuse läbinu:
-	Rakendus - keemiliste põhimõtete rakendamine bioloogiliste protsesside mõistmisel
-	Ülesannete lahendamine ja analüüs- leiab võimalusi bioloogilisi/keemilisi protsesse mõjutada, planeerida
-	Teab põhilisi biomolekulide struktuure ja oskab hinnata nende keemilisi omadusi.
-	Teab biomolekulide keemia eripärasid ning orienteerub klassikalistes biopolümeride analüüsimeetodites.
-	Oskab rakendada orgaanilise keemia baaskursuse teadmisi biomolekulide metabolismiradades  toimuvate reaktsioonide kirjeldamisel.

oOn omandanud biomolekulide metabolismi põhimõisted ning omab ülevaadet tähtsamatest ainevahetusradadest.",inglise keel,"Eristav (A, B, C, D, E, F, mi)",,bakalaureuseõpe,"1/5 +1/5 hindest kontrolltööd,  3/5 hindest lõpptest",Soovitatav edukalt sooritatud konrolltööd,
LTOM.04.002,Fülogeneesipuude rakendused ökoloogias ja evolutsioonis,2.0,sügis,"Kursuse käigus õpitakse, mis on fülogenees ja kuidas konstrueerida fülogeneesipuid erinevatest algandmetest. Tutvutakse fülogeneesipuude rakendustega ökoloogias ja evolutsioonis (nt. fülogeneetilised võrdlevad meetodid, koosluste fülogeneetika). Kursus hõlmab ka arvutipraktikume, mille käigus töödeldakse fülogeneesipuude andmeid ja kasutatakse fülogeneesipuid praktilistes teadusküsimustes. Andmete töötlemiseks kasutatakse programmi R, mistõttu selle programmi oskamine tuleb kasuks, ei ole aga eelduseks kursusel osalemisel. Toimuvad ka seminarid, mille jaoks üliõpilased loevad fülogeneetika-alast teaduskirjandust ning peavad ettekande, hinnates kriitiliselt loetud artiklis kasutatud meetode ja saadud tulemusi.",,"Enrico Tordoni, Robert Barry Davis","- Õppeaine läbinud õppija:
- Üliõpilased oskavad töödelda fülogeneesipuid ning rakendada neid ökoloogilistes ja evolutsioonilistes teadusküsimustes. Areneb ka teaduskirjanduse põhjal ettekannete pidamise oskus ning õpitakse kasutama fülogeneetika-alaseid arvutiprogramme.",inglise keel,"Eristav (A, B, C, D, E, F, mi)",,"doktoriõpe, magistriõpe","Kirjalik test, mida hinnatakse skaalal E-A, ettekanne pidamine, kodutööd",Kodutööd ja ettekanded on tehtud.,
SVMJ.05.007,Läänemere regiooni majanduskeskkond,6.0,sügis,"Kursuse annab ülevaate majanduskeskkonna teoreetilisest käsitlusest, lähtudes Läänemere regiooni riikide eripärast. 
Majanduskeskkonna olemust selgitatakse erinevate komponentide lõikes nagu etttevõtte tegevuse eesmärk, ühiskonna majandusressursid (näit. loodusvarad, tööjõud jne), tegevusvaldkonnad (näit. tööstus, IT ),  konkurentsivõime,  regulatiivne keskkond,  väliskaubandus ja -investeeringud, infrastruktuur, enegeetika jm. 

Kursuse raames selgitatakse regiooni riikide majanduses toimunud struktuurseid muutusi erinevates majandussektorites ning selgitatakse majandusintegratsiooni erinevaid aspekte (väliskaubandus, investeeringud, energiasektor, infrastruktuur jm). 
Samuti analüüsitakse erinevate riikide majanduspoliitikaid (rahapoliitika, fiskaalpoliitika, energiapoliitika, tööhõivepoliitika, sotsiaalpoliitika, jm).
Kursus käsitleb ka regionaalset koostööd Euroopa Liidu Läänemere strateegia raames.",,Bradley James Loewen,"- Kursuse läbinud tudengid peavad omandama tervikliku arusaama  majanduskeskkonna olemusest ning  oskama välja tuua Läänemere regiooni riikide majanduskeskkonna eripära.  . 

Aine läbinud üliõpilane:
1) tunneb majanduskeskkonna teoreetilise käsitlusega seotud peamisi mõisteid;
2) kasutab statistilisi andmeid ning iseloomustab ja üldistab nende alusel regiooni majandusprotsesse;  
3) selgitab Läänemere  majandusregiooni kui terviku kujunemise mehhanisme ja arengut;  
4) tunneb Läänemere regiooni riikide majanduste struktuuri, üldisi arengutrende  ja riikide majanduspoliitikat;
5) oskab selgitada regiooni riikide majanduspoliitilisi valikuid (näiteks fiskaal- või rahapoliitika) ja seostab vastava teoreetilise  käsitlusega; 
6) oskab analüüsida riikide majanduslikku konkurentsivõimet ja selle komponente;",inglise keel,"Eristav (A, B, C, D, E, F, mi)",,bakalaureuseõpe,"(1) Participation (demonstration) (20%)
(2) Midterm exam (test) (20%)
(3) Group project (project) (30%)
(4) Final exam (test) (30%)",,
MJRI.09.001,Sissejuhatus matemaatilisse majandusteadusesse,3.0,sügis,"Kursus tutvustab teoreetilistes majandusmudelites kasutatavaid matemaatilisi meetodeid, mille tundmine on vajalik majandusteaduslike õpikute ning teadusartiklite mõistmiseks, eeldamata kõrgema matemaatika kursuse läbimist. Käsitletavate matemaatiliste meetodite kasutusvõimalusi majandusteaduses illustreerivad näited majandusteooriast. Sealjuures ei ole eesmärgiks näitena kasutatud majandusmudelite täielik analüüs ja tõlgendamine, viimast tehakse järgmiste kursuste käigus.",,Riia Eratalay,"- Aine läbinud üliõpilane
- * tunneb erinevaid matemaatilisi meetodeid (diferentseerimine, integreerimine, optimeerimine) ja nende kasutusvõimalusi majandusmudelite analüüsimisel;
- * oskab majandusteoorias ette tulevaid probleeme esitada verbaalse mudelina ning selle põhjal püstitada matemaatilise mudeli;
- * oskab matemaatilise mudeli esitada ka graafilisel kujul;
- * oskab valida mudeli analüüsimiseks sobiva matemaatilise meetodi ning seda kasutada;
- * oskab analüüsi tulemusi tõlgendada",inglise keel,"Eristav (A, B, C, D, E, F, mi)",,bakalaureuseõpe,"The final grade is based on the results of two classroom tests. Each test has a weight of 50% from the final grade. The tests cannot be retaken. 
If a student fails to pass the course based on these two tests, then she/he has to take a resit exam (during an exam session) with weight 100% covering all the topics. The points from the classroom tests will not be considered to make up for any part of the resit exam.",,
LTFY.03.004,Plasmafüüsika praktikum,3.0,sügis,"Praktikumi tööd katavad plasmat iseloomustavate olulisemate parameetrite määramist, plasmal põhinevaid diagnostikameetodeid ja plasma rakendusi. Uuritakse väliste parameetrite (gaasi koostis, rõhk, vool) mõju klassikalisele huumlahendusplasma põhisuurustele (temperatuur, laengukandjate kontsentratsioon, väljatugevus). Emissioonspektroskoopia abil määratakse plasma temperatuur. Neeldumisspektroskoopia meetoditest tutvustatakse tuunitava dioodlaseri abil spektrijoone kuju ja neelduvate ühendite koguse määramist. Plasma rakendustest tutvutakse laser ablatsiooni ja laserindutseeritud plasmaga ning nende kasutamisega materjaliteaduses ja diagnostikas. Samuti tutvutakse barjäärlahenduse kasutamisega pindade ja gaaside töötlemisel ning sellega seonduvalt ka plasmasse antava võimsuse ja pinnaenergia mõõtmisega.",Esmaspäev,"Indrek Jõgi, Jüri Raud, Peeter Paris","- Praktikumi läbimise järel üliõpilane:
- 1. omab kasutamiskogemust plasmaseadmetega, mida kasutatakse erinevates plasmatehnoloogilistes rakendustes ja laboris plasmaseadmete karakteriseerimiseks kasutatava mõõteaparatuuriga;
- 2. vormistab praktilise töö tulemusi ja esitleb (neist ühe) tulemusi teiste üliõpilaste ja õppejõudude ees arendades sellega kirjalikku ja suulist eneseväljendusoskust;
- 3. mõistab peamiste kõrgepinge, laserite ja gaasidega töötamiseks vajalike ohutustehniliste aspektidega.",eesti keel,"Eristamata (arv, m.arv, mi)",,magistriõpe,Kõik 4 praktilist tööd on arvestatud.,"Üliõpilast ei lubata praktilist tööd tegema, kui tema teoreetiline ettevalmistus on ebarahuldav.
Üliõpilane arvatakse praktikumi rühmast välja, kui
*	tal on jäänud tegemata kaks praktilist tööd;
Arvestuse saamiseks tuleb sooritada 4 praktilist tööd. Iga töö eraldi peab olema arvestatud.","LOFY.01.007 Elekter ja magnetism, LOFY.01.008 Optika, LOFY.01.030 Plasmafüüsika ja tema rakendused"
HVKU.10.003,Aasia ja Lähis-Ida tsivilisatsioonid,6.0,sügis,"Kursus annab põhjaliku sissejuhatuse Aasia (Ida - ja Lõuna-Aasia) ja Lähis-Ida ühiskondade uuringutesse interdistsiplinaarsete lähenemisviiside ja analüüsi raames. Kursuse oluline osa on piirkonna ajalooliste ja kaasaegsete ühiskondade võrdlev uurimine, viisid, tegurid ja arengu eripära, riikide ja rahvaste vastastikused suhted teatud perioodidel ja olukordades. Kursus annab teadmisi ja sügavamaid teadmisi sihtpiirkondade kaasaegsete tingimuste ja protsesside ajaloolistest põhjustest ja põhjustest.",Neljapäev,"Alevtina Solovyeva, Elo Süld","- Selle kursuse õpilased saavad süstemaatilisi teadmisi Aasia ja Lähis-Ida riikide ja rahvaste kohta. Õpilased saavad ka alused ja oskused analüüsida andmeid erinevate eluvaldkondade ühiskondades ajaloolises, kultuurilises, sotsiaalses kontekstis ja võrdlev perspektiive. Need annavad kindla aluse Aasia ja Lähis-Ida ühiskondade piirkondlike ja juhtumiuuringute süvaõppe jätkamiseks.
Kursuse läbinud õpilased saavad süstemaatiliselt mõelda ja analüüsida andmeid Aasia ja Lähis-Ida ühiskondade kohta võrdlevates perspektiivides, piirkondlikes, diakroonilistes sünkroonsetes. Õpilased saavad mõista ja selgitada eripära ja sarnasusi Etnilise ja kultuurilise konteksti, sotsiaalse instituudid ja asutused, riiklike ja religioossete traditsioonide ja väärtuste erinevates ühiskondades. Need annavad õpilastele võimalused isiklikuks arenguks ja enda kodanikuaktiivsuseks. Õpilane on võimeline suhtuma teiste ühiskondade juhtumitesse ja kogemustesse oma kultuurilises ja sotsiaalses keskkonnas. Kursuse üliõpilased saavad analüüsida ja selgitada ühiskonna elu, muutusi, mõjutavaid mehhanisme ja tegureid, mõista, tõlgendada ja prognoosida erinevate sündmuste ja protsesside tagajärgi konkreetsete ühiskondade sees ja nende vahel ning arendada strateegilise juhtimise võimeid.",inglise keel,"Eristav (A, B, C, D, E, F, mi)",Tartu linn,"bakalaureuseõpe, doktoriõpe, magistriõpe","Activity in class or forum: 20%
Seminar reports: 30%
Final exam: 50%
All seminar reports must be handed in.
To obtain final grade, the following is required:
Activity in class or on forum: 20% (oral or written statements on homework study materials and questions for each class).
Seminar reports and presentations: 30% (1 report with presentation of independent inquiry and suggested debate questions).
Final exam: 50% (Final essay). Differentiated (A, B, C, D, E, F, not present).
An assay  should be written on a on a topic, related to the regarded regions, contain a research question, with the length of 1000-1500 words. It should contain references to at least 5 publications, with the quotes indicated. The assay  can reflect on the main ideas in regarded during the course topics and publications, but it can also focus on some special case or analyze and discuss certain material that the students have selected. It should demonstrante independent and critical thinking and original arguments. The bibliography should be edited, following the Chicago Manual of Style using the author-date system (http://www.chicagomanualofstyle.org)","Participation in all seminars
Presentation of a seminar report
Final essay",
LOFY.02.045,Nanoelektroonilised materjalid,3.0,sügis,"Loengukursuse alguses antakse ülevaade elektroonikaseadmete komponentide valmistamismeetoditest, komponenttahkiskihtide ja nende erinevate substraatide klassifikatsioonist ning teekaartidest seadmete arendusel. Kirjeldatakse nanomeetrilistes dimensioonides tahkiskihtide, nanokristallide ja nanotorude saamismeetodeid. Samuti kirjeldatakse seadmete erinevate koostismaterjalide valikukriteeriume, materjalide sünteesimeetodeid ja lähteainekeemiat. Käsitletakse ka pinna ning reaktsioonide rolle elektroonse seadise aluseks olevate nanostruktuuride moodustumisel ning protsessiga seotud füüsikalist ja keemilist kvaliteeti. Kursuse jooksul tutvustatakse seadmete prototüüpide elektrilise evaluatsiooni põhimõtteid ning elektroonse defektsuse kriteeriume rõhuga selliste elektriliste karakteristikute nagu pindjuhtivus, juhtivus, mahtuvus, laengulõksude tihedus, jt. sõltuvustel seadme eripäradest. Käsitletakse fundamentaaluuringute ja rakendusuuringute ning teadustöö ja arendustöö vahelist sidestatust.","Neljapäev, Reede",Kaupo Kukli,"- Kursuse lõpuks osalejad
- 1. On tutvunud kaasaaegsete ja arendatavate nanoelektroonikaseadmete - kolmedimensionaalsete mälurakkude, transistoride, välkmälude, faasimuutmälude, nanosensorite jt. -tööpõhimõtetega.
- 2. On viidud kurssi elektroonikaseadiste põhiliste fabritseerimismeetodite ja konfiguratsioonidega.
- 3. On tutvunud nende seadmete koostismaterjalidega ja analüüsimeetoditega.
- 4. Tunnevad nanoseadmete edasise arengu aluseks peetavaid põhikontseptsioone: seadmed nanovarrastel, nanotorudel, nanopunktidel, grafeenil.",eesti keel,"Eristav (A, B, C, D, E, F, mi)",,"doktoriõpe, magistriõpe",Loengukursus lõpeb eksamiga. See sooritatakse loengus esitatud materjalide alusel. Lisaks loengutele tuleb eksaminandil eelnevalt esitada kas suuline ettekanne valitud ja nanoelektroonikaga seonduval teemal seminaris või alternatiivse võimalusena esitada kirjalik referaat samal teemal.,Osalemine loengutes ja ettekanne või referaat valitud allikamaterjali alusel.,
P2NC.00.770,Vene maiskonnalugu,6.0,sügis,Kursuses vaadeldakse vene kultuuri ja keele vastastikust seost. Jälgitakse vene keele arengut ja rikastumist kultuurilis-ajaloolises kontekstis.,Teisipäev,Jelena Nõmm,"- 1) omab teadmisi, mis koostavad vene inimese kultuurivara;
- 2) oskab analüüsida oma ja teiste inimeste kogemust suhtlemisest Venemaa ja vene kultuuri esindajatega;
- 3) oskab analüüsida teaduslikke artikleid ja teisi allikaid, leida maiskonna informatsiooni ja koostada referaate;
- 4) sai kogemust avalikust esinemisest ja meeskonnatööst;
- 5) oskab kasutada maiskonnateadmisi vene keele võõrkeelena tunni kavandamisel.",eesti keel,"Eristav (A, B, C, D, E, F, mi)",Narva linn,bakalaureuseõpe,"Üliõpilaste teadmisi kontrollitakse igas praktikumis või seminaris (suulises vormis ja kirjalikult iseseisvate tööde vormis). Teadmiste ja oskuste lõplik kontroll toimub eksamil. Eksam koosneb testi täitmisest ja praktilisest ülesandest.
Lõpphinne kujuneb välja üliõpilase osalemisest ja tööst seminarides (osavõtt seminaridest annab 30% lõpphindest, ühest seminarist - 2%), suulisest ettekandest seminaris (10%), kodutööde täitmisest (annab maksimaalselt 40% lõpphindest, iga kodutöö - 20%, sõltub tööde kvaliteedist) ja eksami tööst (moodustab 30% lõpphindest, test - 20%, praktiline ülesanne - 10%).",Iseseisvate tööde täitmine on kohustuslik ja eksami pääsemise tingimus.,
USUS.01.071,Kirikuloo erikursus,3.0,sügis,Kursus annab süvendatud käsitluse ühest uurimisteemast kirikuloos. Vaadeldakse üht spetsiifilist probleemi üldise kirikuloo taustal.,Reede,Riho Altnurme,"- Kursuse lõpus üliõpilased:
- * on omandanud põhjaliku ettekujutuse ühest olulisest probleemist kirikuloos
- * suudavad analüüsida probleemi tekkepõhjusi
- * seostavad käsitletava probleemi kirikuloo üldplaani ja üldajalooga.",eesti keel,"Eristamata (arv, m.arv, mi)",Tartu linn,"bakalaureuseõpe, magistriõpe",Osavõtt 75% loengutest + aktiivne osalemine seminarides,Seminarides osalemine,
LTKT.02.003,Füüsikalise keemia praktikum II,3.0,sügis,"Praktikumis tuleb teostada 10 praktilist tööd valikloetelust, kinnistamaks loengus saadud teadmisi ning saamaks praktilisi kogemusi tööks aparatuuri ning reaktiividega.",,"Alar Heinsaar, August Luure, Heigo Ers, Heili Kasuk, Irina Kulish, Laura Kalder, Liis Siinor, Maarja Paalo, Mait Ainsar, Meelis Härmas, Thomas Thomberg","- *Oskab seada eesmärke ette antud praktiliste tööde lahendamiseks, planeerida ja viia läbi eksperimente.
- *Oskab loengute kavas toodud märksõnade raames arutleda, eristades olulist ebaolulisest ja kasutades korrektseid termineid.
- *Valdab protsesside kirjeldamiseks vajalikke matemaatilisi võtteid ja oskab neid kasutada erinevate probleemide lahendamiseks.
- *Teab erinevate mehhanismide ja katseseadmete tööprintsiipe, oskab hinnata nende rakendust ning neid efektiivselt kasutada.
- *Oskab nii kirjalikult kui ka suuliselt esitada eksperimenditulemusi, neid tõlgendada ja teha vastavaid järeldusi.
- *Oskab töötada säästlikult ja vastavalt ohutusnõuetele.",eesti keel,"Eristamata (arv, m.arv, mi)",,bakalaureuseõpe,"Arvestuse saab üliõpilane, kes on teostanud ja kaitsnud ettenähtud praktilised tööd.",Praktilised tööd teostatud.,
